Hours,Scenarios,CT,ME,NEMASSBOST,NH,RI,SEMASS,VT,WCMASS,Total
14,11,1180,2467,1527,1747,800,3291,617,1121,12750
14,12,1337,2991,1772,2189,989,3885,719,1373,15255
14,13,1444,3235,1886,2369,1077,4221,756,1487,16475
14,14,1415,3117,1837,2287,1039,4105,755,1425,15980
14,15,1366,3077,1825,2270,1039,4027,722,1381,15707
14,16,1357,2980,1755,2179,968,3883,704,1348,15174
14,17,1159,2542,1536,1850,833,3338,615,1193,13066
14,18,1120,2416,1449,1756,795,3201,596,1145,12478
14,19,1315,2971,1703,2168,1012,4009,711,1428,15317
14,20,1324,3006,1733,2202,997,3935,713,1366,15276
14,21,1317,2934,1721,2167,984,3876,721,1369,15089
14,22,1360,3188,1790,2279,1018,4013,717,1418,15783
14,23,1337,3037,1813,2231,1000,3958,712,1395,15483
14,24,1235,2549,1509,1828,836,3304,628,1169,13058
14,25,1186,2430,1470,1764,795,3194,604,1118,12561
14,26,1451,3111,1858,2285,1039,4111,759,1434,16048
14,27,1357,3051,1772,2218,1002,3951,719,1388,15458
14,28,1326,2977,1743,2193,986,3882,728,1350,15185
14,29,1313,3096,1746,2230,999,3956,703,1370,15413
14,30,1373,3238,1788,2291,1009,4053,718,1428,15898
14,31,1374,3030,1767,2194,971,3997,745,1411,15489
14,32,1372,2976,1829,2179,975,3989,720,1412,15452
14,33,1363,2648,1631,1981,837,3657,675,1291,14083
14,34,1409,3083,1815,2281,1009,4056,775,1453,15881
14,35,1365,3050,1766,2217,989,3962,740,1387,15476
14,36,1343,3029,1770,2207,982,3896,722,1392,15341
14,37,1364,3030,1776,2215,993,3939,746,1383,15446
14,38,1391,2986,1793,2166,983,3878,719,1359,15275
14,39,1250,2576,1567,1859,836,3373,632,1194,13287
14,40,1234,2531,1511,1824,796,3259,618,1164,12937
14,41,1391,2996,1766,2193,984,3853,729,1375,15287
14,42,1425,3042,1799,2228,995,3896,734,1393,15512
14,43,1356,3034,1803,2217,995,3882,723,1387,15397
14,44,1380,2999,1785,2197,987,3874,720,1363,15305
14,45,1415,2988,1768,2176,983,3836,710,1350,15226
14,46,1226,2571,1577,1840,833,3323,611,1180,13161
14,47,1219,2481,1482,1773,783,3248,596,1150,12732
14,48,1406,2863,1691,2122,996,3983,704,1384,15149
14,49,1342,3077,1771,2247,990,3977,716,1392,15512
14,50,1404,3328,1862,2362,1059,4194,718,1487,16414
14,51,1348,2966,1751,2182,987,3875,711,1363,15183
14,52,1331,2958,1719,2154,964,3817,701,1350,14994
14,53,1313,2761,1652,2022,885,3688,676,1306,14303
14,54,1330,2601,1597,1848,824,3304,641,1239,13384
14,55,1453,2994,1774,2226,990,3932,739,1404,15512
14,56,1395,3043,1744,2199,989,3914,719,1378,15381
14,57,1440,3113,1840,2275,1047,4074,743,1448,15980
14,58,1483,3046,1769,2202,987,3930,730,1434,15581
14,59,1471,2973,1740,2157,968,3874,708,1379,15270
14,60,1292,2682,1689,1994,909,3677,653,1282,14178
14,61,1158,2695,1574,1904,833,3427,671,1239,13501
14,62,1192,2538,1507,1799,793,3228,639,1180,12876
14,63,1314,3042,1732,2207,970,4000,743,1383,15391
14,64,1451,3152,1810,2316,1004,4058,767,1489,16047
14,65,1352,3265,1920,2357,1057,4070,735,1433,16189
14,66,1339,3095,1796,2259,991,3979,747,1415,15621
14,67,1357,3025,1737,2197,968,4009,737,1387,15417
14,68,1319,2790,1751,1995,935,3838,669,1284,14581
14,69,1218,2595,1586,1836,837,3374,633,1194,13273
14,70,1333,3045,1751,2189,976,3883,718,1387,15282
14,71,1315,3050,1742,2178,971,3866,721,1380,15223
14,72,1351,3078,1739,2202,974,3872,716,1407,15339
14,73,1351,3097,1756,2202,983,3917,720,1410,15436
14,74,1298,3008,1696,2088,934,3541,688,1342,14595
14,75,1283,2663,1575,1867,833,3337,628,1237,13423
14,76,1182,2365,1415,1653,748,3005,606,1127,12101
14,77,1343,2820,1704,2068,963,3804,727,1388,14817
14,78,1325,3015,1757,2161,967,3832,712,1397,15166
14,79,1348,3025,1750,2160,966,3861,706,1405,15221
14,80,1310,3023,1734,2197,974,3964,706,1416,15324
14,81,1270,2920,1712,2110,938,3774,696,1360,14780
14,82,1176,2574,1567,1908,843,3592,627,1206,13493
14,83,1251,2649,1642,1960,861,3681,660,1266,13970
14,84,1412,3100,1832,2261,1008,3968,716,1437,15734
14,85,1352,3029,1747,2193,972,3894,724,1383,15294
14,86,1326,2970,1728,2161,962,3823,715,1367,15052
14,87,1315,2982,1758,2176,956,3907,707,1364,15165
14,88,1352,2931,1723,2121,942,3801,698,1339,14907
14,89,1190,2578,1544,1822,816,3270,603,1177,13000
14,90,1197,2493,1512,1772,789,3191,596,1160,12710
15,1,1390,3321,1947,2354,1052,4165,741,1455,16425
15,2,1437,3255,1873,2337,1024,4056,747,1444,16173
15,3,1276,2864,1761,2005,918,3603,637,1287,14351
15,4,1263,2737,1635,1973,841,3535,665,1248,13897
15,5,1406,3193,1886,2316,1023,4164,760,1446,16194
15,6,1372,3109,1803,2250,1001,4015,723,1396,15669
15,7,1320,3022,1780,2223,997,3917,708,1355,15322
15,8,1297,2993,1734,2177,963,3806,698,1332,15000
15,9,1276,2912,1683,2068,928,3502,682,1292,14343
15,10,1170,2537,1524,1840,815,3232,636,1174,12928
15,11,1130,2381,1439,1662,758,3157,592,1066,12185
15,12,1313,2972,1738,2156,971,3922,703,1346,15121
15,13,1433,3209,1857,2341,1062,4203,742,1469,16316
15,14,1417,3096,1819,2272,1026,4033,748,1411,15822
15,15,1333,3027,1780,2210,1016,3936,711,1355,15368
15,16,1329,2932,1722,2128,948,3797,691,1319,14866
15,17,1136,2508,1494,1811,821,3262,613,1159,12804
15,18,1098,2383,1415,1726,780,3151,565,1122,12240
15,19,1301,2965,1688,2161,1007,3998,707,1429,15256
15,20,1299,2995,1711,2179,993,3898,698,1353,15126
15,21,1310,2905,1696,2137,972,3829,709,1349,14907
15,22,1332,3195,1767,2267,1009,4013,703,1414,15700
15,23,1292,3004,1780,2191,986,3894,699,1364,15210
15,24,1205,2501,1481,1792,816,3229,605,1138,12767
15,25,1154,2403,1442,1737,781,3183,591,1094,12385
15,26,1422,3080,1829,2259,1031,4065,744,1408,15838
15,27,1345,3028,1748,2187,988,3909,709,1358,15272
15,28,1305,2951,1716,2163,974,3827,703,1329,14968
15,29,1299,3098,1721,2217,986,3931,696,1360,15308
15,30,1356,3243,1765,2269,1002,4011,706,1419,15771
15,31,1349,2966,1734,2150,960,3905,725,1382,15171
15,32,1355,2920,1788,2141,948,3901,708,1396,15157
15,33,1333,2633,1607,1954,824,3613,664,1279,13907
15,34,1397,3039,1787,2244,994,3993,758,1431,15643
15,35,1352,3001,1739,2179,980,3883,721,1367,15222
15,36,1326,2988,1742,2186,974,3861,706,1371,15154
15,37,1350,2999,1753,2191,988,3894,734,1368,15277
15,38,1374,2935,1757,2132,967,3822,704,1336,15027
15,39,1221,2532,1529,1819,816,3274,619,1165,12975
15,40,1208,2490,1479,1792,783,3201,605,1142,12700
15,41,1366,2946,1735,2161,972,3808,713,1351,15052
15,42,1402,3022,1776,2194,984,3845,716,1378,15317
15,43,1336,2985,1772,2183,985,3816,709,1361,15147
15,44,1363,2944,1752,2162,976,3823,706,1346,15072
15,45,1390,2932,1735,2136,964,3771,692,1321,14941
15,46,1190,2516,1532,1794,812,3238,597,1152,12831
15,47,1196,2452,1448,1744,766,3184,581,1125,12496
15,48,1388,2811,1664,2102,987,3946,693,1367,14958
15,49,1315,3062,1756,2231,982,3965,708,1384,15403
15,50,1393,3323,1857,2343,1059,4175,711,1478,16339
15,51,1382,2911,1729,2148,977,3831,696,1351,15025
15,52,1298,2906,1687,2118,951,3763,685,1333,14741
15,53,1301,2729,1610,2003,865,3618,665,1277,14068
15,54,1312,2548,1550,1812,802,3231,626,1206,13087
15,55,1441,2951,1749,2190,981,3886,726,1383,15307
15,56,1374,3013,1725,2177,981,3866,709,1362,15207
15,57,1436,3106,1830,2256,1036,4030,730,1434,15858
15,58,1479,3000,1747,2174,981,3881,721,1407,15390
15,59,1446,2927,1708,2125,954,3826,696,1357,15039
15,60,1293,2670,1677,1978,897,3606,645,1279,14045
15,61,1147,2655,1545,1906,820,3434,656,1234,13397
15,62,1159,2508,1470,1764,777,3170,624,1155,12627
15,63,1287,3011,1704,2187,962,3985,738,1374,15248
15,64,1439,3123,1786,2299,991,4014,757,1465,15874
15,65,1335,3228,1888,2303,1038,3992,724,1422,15930
15,66,1317,3052,1757,2231,975,3913,735,1390,15370
15,67,1331,3015,1717,2187,968,4002,733,1375,15328
15,68,1294,2737,1728,1958,922,3762,655,1259,14315
15,69,1191,2553,1543,1793,815,3269,619,1164,12947
15,70,1321,3016,1714,2155,962,3828,708,1363,15067
15,71,1307,3022,1716,2147,963,3823,711,1363,15052
15,72,1334,3069,1712,2181,970,3817,710,1391,15184
15,73,1336,3096,1731,2182,972,3887,718,1395,15317
15,74,1273,2986,1666,2052,922,3507,671,1328,14405
15,75,1260,2630,1550,1831,822,3286,621,1211,13211
15,76,1142,2306,1352,1589,714,2872,587,1084,11646
15,77,1321,2793,1665,2040,954,3752,715,1372,14612
15,78,1307,2975,1731,2132,957,3802,704,1389,14997
15,79,1326,3011,1725,2139,958,3840,697,1391,15087
15,80,1280,3008,1716,2180,972,3946,699,1408,15209
15,81,1244,2898,1676,2078,930,3731,691,1335,14583
15,82,1154,2538,1548,1887,832,3525,620,1185,13289
15,83,1228,2644,1616,1936,853,3628,647,1247,13799
15,84,1387,3068,1803,2229,996,3896,711,1423,15513
15,85,1334,3015,1720,2171,965,3876,715,1370,15166
15,86,1305,2949,1701,2139,960,3776,702,1343,14875
15,87,1292,2946,1736,2151,948,3880,700,1345,14998
15,88,1323,2896,1694,2090,933,3762,684,1312,14694
15,89,1162,2529,1507,1786,798,3198,592,1156,12728
15,90,1176,2469,1480,1744,776,3138,586,1143,12512
16,1,1381,3340,1972,2360,1059,4161,737,1468,16478
16,2,1427,3245,1883,2317,1015,4035,736,1436,16094
16,3,1281,2848,1760,1986,911,3526,642,1280,14234
16,4,1265,2715,1615,1962,841,3522,659,1239,13818
16,5,1390,3180,1847,2284,997,4083,749,1429,15959
16,6,1358,3070,1778,2216,979,3928,712,1378,15419
16,7,1296,2985,1765,2190,977,3833,698,1335,15079
16,8,1291,2953,1712,2153,949,3774,686,1316,14834
16,9,1262,2878,1650,2020,908,3433,669,1274,14094
16,10,1166,2513,1503,1809,799,3189,627,1159,12765
16,11,1114,2323,1401,1618,732,3038,584,1038,11848
16,12,1293,2947,1723,2130,966,3828,689,1338,14914
16,13,1436,3211,1865,2349,1050,4239,738,1474,16362
16,14,1420,3087,1806,2253,1016,4000,739,1409,15730
16,15,1324,2981,1755,2164,983,3856,697,1334,15094
16,16,1287,2894,1689,2076,922,3720,673,1295,14556
16,17,1135,2484,1472,1785,806,3216,617,1150,12665
16,18,1098,2363,1399,1718,778,3111,576,1115,12158
16,19,1293,2963,1678,2146,990,3959,691,1420,15140
16,20,1271,2975,1693,2145,972,3852,680,1341,14929
16,21,1289,2904,1668,2103,950,3758,698,1335,14705
16,22,1318,3177,1756,2236,992,3983,690,1401,15553
16,23,1255,2940,1748,2140,971,3813,681,1347,14895
16,24,1186,2469,1460,1762,802,3174,592,1113,12558
16,25,1158,2407,1439,1739,782,3209,591,1091,12416
16,26,1411,3051,1824,2249,1017,4056,736,1391,15735
16,27,1307,2993,1729,2159,975,3876,690,1338,15067
16,28,1282,2924,1697,2135,954,3776,689,1307,14764
16,29,1289,3100,1706,2198,974,3885,683,1350,15185
16,30,1330,3202,1742,2230,982,3938,698,1401,15523
16,31,1344,2937,1702,2109,936,3835,710,1362,14935
16,32,1361,2886,1756,2114,932,3837,707,1390,14983
16,33,1327,2611,1586,1960,820,3597,660,1278,13839
16,34,1381,3046,1763,2225,977,3948,749,1423,15512
16,35,1336,2968,1714,2138,959,3822,707,1353,14997
16,36,1316,2966,1724,2149,955,3823,691,1354,14978
16,37,1349,2977,1737,2168,967,3849,726,1359,15132
16,38,1349,2903,1717,2092,943,3745,691,1312,14752
16,39,1199,2500,1508,1795,805,3219,612,1149,12787
16,40,1204,2470,1465,1779,778,3172,602,1133,12603
16,41,1356,2934,1722,2132,960,3775,699,1337,14915
16,42,1393,3008,1763,2158,968,3789,705,1372,15156
16,43,1326,2959,1741,2141,964,3762,697,1339,14929
16,44,1354,2926,1733,2130,957,3771,695,1324,14890
16,45,1353,2877,1691,2077,941,3696,677,1295,14607
16,46,1170,2479,1497,1762,797,3189,591,1135,12620
16,47,1186,2435,1439,1730,759,3138,582,1119,12388
16,48,1368,2799,1654,2077,970,3898,682,1351,14799
16,49,1300,3044,1735,2202,961,3929,697,1383,15251
16,50,1381,3288,1834,2313,1046,4136,696,1466,16160
16,51,1355,2893,1693,2116,957,3776,685,1331,14806
16,52,1273,2866,1644,2070,925,3685,660,1309,14432
16,53,1301,2705,1596,1982,862,3563,661,1272,13942
16,54,1313,2506,1521,1789,791,3194,624,1182,12920
16,55,1425,2932,1736,2163,973,3859,717,1364,15169
16,56,1363,3007,1702,2148,966,3828,699,1338,15051
16,57,1441,3100,1832,2254,1030,4003,722,1420,15802
16,58,1476,2992,1739,2146,966,3830,712,1391,15252
16,59,1427,2897,1679,2082,933,3761,681,1333,14793
16,60,1309,2660,1654,1969,888,3583,652,1280,13995
16,61,1173,2668,1545,1914,821,3431,657,1246,13455
16,62,1157,2489,1452,1744,767,3135,607,1138,12489
16,63,1281,3030,1701,2188,954,3969,730,1378,15231
16,64,1441,3118,1777,2297,977,3977,749,1461,15797
16,65,1333,3198,1869,2270,1017,3924,715,1425,15751
16,66,1308,3028,1735,2206,958,3874,722,1382,15213
16,67,1336,3029,1727,2184,961,3970,729,1378,15314
16,68,1290,2721,1706,1943,912,3708,647,1255,14182
16,69,1174,2530,1517,1770,800,3211,611,1152,12765
16,70,1303,2997,1692,2120,946,3779,692,1345,14874
16,71,1304,2995,1702,2121,945,3780,694,1348,14889
16,72,1323,3047,1688,2149,946,3773,702,1372,15000
16,73,1324,3073,1712,2150,953,3822,698,1376,15108
16,74,1256,2939,1631,2014,898,3467,664,1302,14171
16,75,1245,2598,1532,1805,813,3255,615,1196,13059
16,76,1128,2261,1324,1550,696,2821,583,1055,11418
16,77,1302,2772,1637,2012,932,3685,704,1351,14395
16,78,1303,2923,1705,2094,938,3754,687,1374,14778
16,79,1306,2998,1704,2107,942,3787,684,1373,14901
16,80,1263,2960,1687,2145,957,3910,684,1389,14995
16,81,1218,2856,1646,2032,898,3655,676,1310,14291
16,82,1153,2528,1540,1870,827,3487,624,1175,13204
16,83,1234,2639,1611,1929,848,3598,648,1251,13758
16,84,1383,3059,1791,2198,973,3848,708,1397,15357
16,85,1330,3011,1699,2152,946,3828,705,1357,15028
16,86,1289,2939,1683,2110,935,3730,692,1318,14696
16,87,1280,2916,1715,2121,931,3833,685,1327,14808
16,88,1306,2864,1664,2046,911,3707,670,1285,14453
16,89,1159,2498,1488,1759,782,3156,588,1143,12573
16,90,1161,2441,1471,1729,763,3116,582,1143,12406
17,1,1409,3412,2025,2421,1074,4232,752,1510,16835
17,2,1449,3272,1915,2334,1025,4050,732,1448,16225
17,3,1316,2882,1790,2014,920,3608,650,1302,14482
17,4,1294,2740,1663,1974,869,3590,665,1249,14044
17,5,1410,3201,1867,2288,994,4082,751,1439,16032
17,6,1365,3056,1772,2198,972,3904,705,1378,15350
17,7,1312,2980,1760,2181,970,3830,698,1336,15067
17,8,1302,2921,1721,2143,949,3803,686,1314,14839
17,9,1270,2864,1649,1986,898,3413,661,1272,14013
17,10,1186,2513,1502,1808,798,3196,628,1161,12792
17,11,1125,2322,1373,1612,734,2994,581,1034,11775
17,12,1300,2949,1741,2123,961,3884,690,1339,14987
17,13,1472,3250,1899,2404,1057,4362,744,1499,16687
17,14,1436,3107,1845,2260,1015,4025,743,1423,15854
17,15,1346,2958,1744,2152,963,3814,692,1332,15001
17,16,1267,2850,1662,2040,902,3657,666,1280,14324
17,17,1165,2492,1479,1783,806,3208,633,1162,12728
17,18,1118,2372,1422,1735,786,3106,597,1136,12272
17,19,1302,2960,1674,2146,976,3910,694,1414,15076
17,20,1277,2966,1689,2133,967,3831,674,1338,14875
17,21,1298,2889,1655,2086,940,3724,696,1334,14622
17,22,1310,3154,1746,2218,980,3941,682,1399,15430
17,23,1250,2925,1724,2125,956,3759,672,1349,14760
17,24,1191,2450,1446,1755,802,3158,603,1110,12515
17,25,1192,2442,1483,1785,813,3279,608,1119,12721
17,26,1446,3090,1853,2294,1027,4086,742,1409,15947
17,27,1324,2969,1723,2153,961,3847,689,1329,14995
17,28,1297,2917,1687,2123,944,3759,681,1302,14710
17,29,1297,3086,1694,2186,962,3856,676,1344,15101
17,30,1320,3158,1713,2196,959,3860,690,1388,15284
17,31,1369,2932,1698,2092,930,3813,701,1357,14892
17,32,1402,2877,1753,2131,937,3857,717,1403,15077
17,33,1358,2623,1599,1992,835,3655,677,1299,14038
17,34,1387,3049,1752,2237,973,4003,751,1431,15583
17,35,1342,2959,1693,2126,947,3787,700,1350,14904
17,36,1330,2957,1715,2136,947,3792,687,1348,14912
17,37,1387,2962,1723,2158,961,3838,730,1364,15123
17,38,1353,2869,1692,2059,928,3693,685,1297,14576
17,39,1203,2491,1509,1788,805,3215,613,1153,12777
17,40,1220,2484,1483,1792,785,3190,605,1153,12712
17,41,1371,2935,1722,2133,963,3765,703,1344,14936
17,42,1421,3052,1785,2162,965,3781,711,1396,15273
17,43,1341,2942,1733,2130,957,3759,693,1338,14893
17,44,1353,2920,1722,2120,948,3745,691,1320,14819
17,45,1329,2857,1671,2049,925,3657,668,1280,14436
17,46,1178,2468,1495,1759,796,3166,595,1142,12599
17,47,1211,2439,1453,1743,766,3145,591,1138,12486
17,48,1381,2800,1651,2076,952,3854,678,1345,14737
17,49,1300,3031,1722,2181,949,3898,694,1380,15155
17,50,1381,3267,1821,2295,1024,4081,703,1459,16031
17,51,1324,2879,1680,2097,943,3745,680,1327,14675
17,52,1272,2842,1622,2040,908,3648,649,1291,14272
17,53,1350,2715,1610,1983,865,3582,664,1282,14051
17,54,1347,2499,1526,1795,794,3214,628,1176,12979
17,55,1435,2947,1756,2176,979,3865,721,1367,15246
17,56,1378,2992,1696,2133,948,3795,696,1341,14979
17,57,1481,3118,1868,2273,1035,4020,729,1438,15962
17,58,1476,2948,1737,2128,962,3811,710,1388,15160
17,59,1417,2878,1656,2050,919,3707,671,1320,14618
17,60,1343,2674,1674,1982,895,3605,662,1303,14138
17,61,1238,2761,1642,1912,880,3426,666,1262,13787
17,62,1178,2493,1470,1749,775,3150,621,1159,12595
17,63,1310,3075,1734,2217,973,4020,729,1404,15462
17,64,1470,3122,1793,2325,986,3954,759,1483,15892
17,65,1364,3202,1874,2277,1026,3921,718,1437,15819
17,66,1329,3020,1748,2194,950,3862,720,1387,15210
17,67,1357,3042,1742,2196,962,4000,736,1401,15436
17,68,1302,2722,1707,1940,907,3689,652,1263,14182
17,69,1206,2539,1522,1782,802,3224,617,1169,12861
17,70,1312,2976,1683,2110,933,3758,689,1334,14795
17,71,1300,2983,1689,2108,938,3743,689,1337,14787
17,72,1324,3017,1681,2138,942,3739,700,1370,14911
17,73,1327,3073,1698,2124,943,3786,698,1364,15013
17,74,1246,2901,1619,1999,893,3498,662,1291,14109
17,75,1244,2583,1536,1798,813,3259,623,1196,13052
17,76,1132,2241,1309,1532,689,2792,586,1051,11332
17,77,1322,2774,1632,1997,920,3655,706,1355,14361
17,78,1303,2896,1707,2076,929,3726,685,1370,14692
17,79,1304,2984,1694,2085,931,3733,684,1370,14785
17,80,1261,2931,1671,2115,939,3858,680,1375,14830
17,81,1215,2822,1624,2006,884,3593,668,1301,14113
17,82,1168,2551,1564,1879,840,3521,633,1188,13344
17,83,1273,2680,1635,1960,869,3622,657,1275,13971
17,84,1408,3076,1807,2205,970,3824,711,1400,15401
17,85,1358,3011,1694,2152,937,3815,702,1357,15026
17,86,1284,2925,1671,2090,926,3712,692,1315,14615
17,87,1289,2912,1692,2099,924,3793,682,1313,14704
17,88,1303,2838,1643,2016,892,3657,663,1272,14284
17,89,1171,2490,1492,1759,784,3152,591,1149,12588
17,90,1190,2451,1483,1743,772,3138,597,1163,12537
18,1,1460,3493,2100,2478,1066,4356,768,1565,17286
18,2,1477,3302,1979,2361,1042,4147,732,1473,16513
18,3,1358,2982,1860,2082,954,3730,674,1344,14984
18,4,1335,2815,1740,2049,902,3704,683,1307,14535
18,5,1466,3194,1896,2307,996,4121,758,1474,16212
18,6,1397,3046,1789,2194,966,3923,705,1391,15411
18,7,1348,2977,1790,2186,966,3853,698,1355,15173
18,8,1324,2960,1770,2150,963,3870,689,1333,15059
18,9,1282,2833,1643,1990,884,3441,660,1271,14004
18,10,1215,2522,1536,1825,809,3239,633,1178,12957
18,11,1148,2363,1414,1625,732,3054,584,1051,11971
18,12,1324,2998,1808,2166,968,4004,691,1369,15328
18,13,1512,3280,1951,2454,1071,4415,753,1543,16979
18,14,1467,3123,1900,2277,1021,4117,747,1444,16096
18,15,1362,2931,1759,2128,938,3799,688,1335,14940
18,16,1269,2802,1647,2002,886,3613,653,1269,14141
18,17,1204,2509,1507,1796,814,3247,643,1185,12905
18,18,1171,2411,1455,1768,804,3191,630,1173,12603
18,19,1305,2928,1679,2119,954,3881,690,1405,14961
18,20,1273,2907,1681,2107,949,3791,669,1339,14716
18,21,1301,2853,1655,2066,932,3678,687,1341,14513
18,22,1297,3101,1730,2179,967,3899,674,1388,15235
18,23,1264,2880,1719,2111,937,3748,655,1352,14666
18,24,1195,2456,1467,1764,803,3188,600,1124,12597
18,25,1253,2539,1565,1855,844,3412,636,1171,13275
18,26,1475,3121,1896,2306,1037,4155,743,1437,16170
18,27,1343,2950,1725,2135,957,3834,689,1327,14960
18,28,1301,2890,1686,2100,932,3748,677,1301,14635
18,29,1306,3033,1683,2147,941,3810,671,1331,14922
18,30,1289,3076,1676,2136,930,3771,679,1353,14910
18,31,1409,2953,1742,2105,941,3868,705,1383,15106
18,32,1438,2917,1806,2172,961,3958,725,1436,15413
18,33,1415,2672,1654,2024,865,3766,684,1335,14415
18,34,1411,3071,1777,2268,970,4097,754,1447,15795
18,35,1365,2938,1717,2125,938,3781,702,1360,14926
18,36,1349,2940,1727,2131,942,3772,690,1352,14903
18,37,1418,2944,1744,2161,958,3858,734,1375,15192
18,38,1352,2821,1677,2027,911,3659,677,1289,14413
18,39,1234,2505,1533,1803,808,3244,616,1169,12912
18,40,1256,2528,1521,1828,802,3258,623,1187,13003
18,41,1391,2930,1754,2137,966,3783,704,1367,15032
18,42,1451,3128,1846,2190,984,3799,722,1438,15558
18,43,1359,2934,1744,2129,954,3748,695,1345,14908
18,44,1365,2909,1739,2105,941,3734,691,1325,14809
18,45,1316,2828,1663,2022,904,3601,659,1270,14263
18,46,1209,2487,1518,1774,799,3213,606,1158,12764
18,47,1234,2464,1483,1768,782,3193,606,1172,12702
18,48,1388,2805,1662,2055,932,3821,674,1345,14682
18,49,1301,3000,1721,2161,931,3845,687,1372,15018
18,50,1374,3204,1805,2251,996,4014,709,1451,15804
18,51,1311,2845,1679,2072,925,3701,673,1327,14533
18,52,1269,2794,1611,2017,895,3643,649,1281,14159
18,53,1381,2724,1635,2001,869,3630,676,1296,14212
18,54,1377,2516,1557,1825,806,3303,650,1188,13222
18,55,1464,2952,1785,2179,982,3876,729,1363,15330
18,56,1380,2946,1701,2110,937,3765,693,1332,14864
18,57,1521,3138,1905,2286,1033,4035,737,1462,16117
18,58,1477,2900,1748,2117,942,3798,710,1389,15081
18,59,1403,2829,1643,2016,900,3654,664,1305,14414
18,60,1370,2727,1707,2010,908,3656,677,1332,14387
18,61,1305,2805,1725,1932,904,3455,680,1277,14083
18,62,1206,2528,1509,1788,787,3222,631,1191,12862
18,63,1373,3145,1814,2258,991,4127,734,1451,15893
18,64,1508,3158,1827,2350,984,3950,766,1519,16062
18,65,1410,3222,1922,2294,1038,3968,723,1462,16039
18,66,1366,3017,1769,2192,948,3868,726,1399,15285
18,67,1394,3060,1799,2209,973,3983,735,1429,15582
18,68,1315,2741,1716,1959,911,3705,652,1281,14280
18,69,1288,2578,1565,1817,814,3283,632,1208,13185
18,70,1340,2964,1707,2102,936,3748,688,1345,14830
18,71,1311,2955,1708,2095,933,3728,686,1350,14766
18,72,1320,2985,1688,2136,935,3765,708,1372,14909
18,73,1334,3035,1717,2093,945,3737,701,1361,14923
18,74,1237,2892,1637,1993,884,3583,662,1288,14176
18,75,1256,2577,1550,1799,822,3279,632,1202,13117
18,76,1153,2255,1319,1542,690,2809,604,1069,11441
18,77,1338,2810,1653,2001,919,3648,714,1382,14465
18,78,1330,2893,1724,2066,926,3681,687,1384,14691
18,79,1303,2948,1689,2070,913,3700,682,1359,14664
18,80,1256,2901,1663,2080,915,3766,677,1361,14619
18,81,1206,2776,1616,1974,868,3527,658,1290,13915
18,82,1197,2608,1629,1925,858,3588,645,1223,13673
18,83,1320,2746,1680,2009,892,3664,675,1313,14299
18,84,1435,3097,1839,2211,971,3811,724,1416,15504
18,85,1393,3009,1726,2149,939,3840,704,1370,15130
18,86,1291,2897,1681,2073,916,3683,693,1314,14548
18,87,1306,2866,1683,2064,912,3743,676,1310,14560
18,88,1277,2795,1628,1980,875,3591,654,1260,14060
18,89,1190,2505,1511,1770,791,3177,600,1161,12705
18,90,1221,2483,1522,1778,781,3200,605,1200,12790
19,1,1521,3541,2173,2535,1107,4493,786,1609,17765
19,2,1503,3358,2062,2416,1082,4302,762,1517,17002
19,3,1407,3084,1950,2162,997,3945,693,1393,15631
19,4,1385,2884,1813,2124,923,3827,689,1352,14997
19,5,1503,3184,1931,2333,1009,4195,763,1506,16424
19,6,1421,3037,1832,2210,973,3948,709,1410,15540
19,7,1360,2954,1818,2199,981,3855,701,1362,15230
19,8,1335,2950,1851,2169,980,3925,689,1358,15257
19,9,1285,2797,1654,1966,885,3436,659,1266,13948
19,10,1229,2547,1574,1841,822,3298,637,1194,13142
19,11,1196,2453,1493,1703,774,3211,598,1090,12518
19,12,1357,3028,1872,2204,985,4098,702,1407,15653
19,13,1514,3278,1993,2445,1075,4423,748,1558,17034
19,14,1469,3106,1921,2298,1025,4113,742,1456,16130
19,15,1356,2886,1778,2124,940,3787,685,1337,14893
19,16,1266,2752,1653,1982,883,3618,648,1260,14062
19,17,1229,2517,1541,1810,827,3294,644,1208,13070
19,18,1205,2467,1500,1791,831,3237,635,1219,12885
19,19,1302,2862,1687,2092,956,3866,687,1396,14848
19,20,1281,2817,1678,2067,931,3737,664,1336,14511
19,21,1296,2789,1663,2039,930,3669,684,1338,14408
19,22,1276,2991,1734,2140,967,3841,664,1370,14983
19,23,1267,2847,1729,2109,939,3748,652,1335,14626
19,24,1203,2454,1481,1766,804,3200,600,1128,12636
19,25,1299,2624,1623,1918,865,3542,654,1216,13741
19,26,1475,3073,1914,2303,1049,4160,738,1435,16147
19,27,1363,2910,1741,2106,947,3793,692,1323,14875
19,28,1304,2817,1688,2087,920,3712,670,1291,14489
19,29,1315,2922,1684,2106,932,3745,662,1318,14684
19,30,1259,2934,1657,2077,910,3680,662,1322,14501
19,31,1464,3105,1905,2232,1015,4116,742,1471,16050
19,32,1459,3035,1906,2212,1008,4067,738,1469,15894
19,33,1438,2769,1727,2094,894,3843,698,1370,14833
19,34,1428,3064,1844,2289,985,4155,757,1464,15986
19,35,1383,2936,1754,2140,949,3803,709,1374,15048
19,36,1356,2915,1752,2123,942,3768,693,1363,14912
19,37,1440,2956,1801,2186,966,3914,741,1400,15404
19,38,1332,2779,1700,2012,914,3624,672,1286,14319
19,39,1259,2528,1560,1813,814,3282,619,1178,13053
